TOPIC,TAXONOMY,CLASSIFICATION,GROUP,SUBGROUP,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI,Barrier_Type
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Other government coverage,2023,1.4,0.7,2.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,Other government coverage,2024,1.2,0.6,2.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2019,5.4,5.0,5.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2020,4.6,4.3,5.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2021,5.2,4.8,5.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2022,4.8,4.3,5.2,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2023,5.2,4.8,5.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Private,2024,6.8,6.3,7.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2019,7.9,6.8,9.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2020,7.2,6.1,8.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2021,5.3,4.4,6.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2022,7.1,6.0,8.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2023,6.8,5.8,8.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2024,6.6,5.6,7.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2019,10.8,8.7,13.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2020,9.4,7.6,11.5,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2021,6.6,4.7,8.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2022,6.9,5.2,8.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2023,9.2,7.0,11.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Other government coverage,2024,7.3,5.4,9.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2019,30.2,28.1,32.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2020,23.5,21.2,26.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2021,20.7,18.7,22.8,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2022,22.0,19.9,24.2,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2023,22.6,20.3,25.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,Uninsured,2024,25.0,22.7,27.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2019,15.8,14.1,17.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2020,12.3,10.6,14.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2021,11.2,9.6,12.8,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2022,10.7,9.3,12.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2023,12.0,10.5,13.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,<100% FPL,2024,11.1,9.7,12.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2019,14.2,13.0,15.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2020,11.1,10.0,12.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2021,8.4,7.5,9.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2022,10.5,9.3,11.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2023,10.4,9.3,11.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,100% to <200% FPL,2024,10.7,9.6,11.8,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,≥200% FPL,2019,5.5,5.1,5.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,≥200% FPL,2020,4.7,4.3,5.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,≥200% FPL,2021,4.8,4.5,5.2,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,≥200% FPL,2022,4.7,4.3,5.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,≥200% FPL,2023,4.5,4.2,4.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,≥200% FPL,2024,6.1,5.7,6.5,No Medical Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,18-34 years,2019,6.6,5.9,7.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,18-34 years,2020,7.0,6.2,7.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,18-34 years,2021,8.0,7.2,8.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,18-34 years,2022,9.0,8.2,9.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,18-34 years,2023,9.4,8.6,10.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,18-34 years,2024,10.0,9.1,10.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,35-49 years,2019,5.1,4.5,5.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,35-49 years,2020,5.2,4.5,5.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,35-49 years,2021,4.4,3.9,5.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,35-49 years,2022,5.9,5.3,6.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,35-49 years,2023,6.7,6.0,7.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,35-49 years,2024,7.5,6.8,8.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,50-64 years,2019,3.5,3.1,4.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,50-64 years,2020,3.0,2.5,3.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,50-64 years,2021,2.5,2.1,2.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,50-64 years,2022,3.0,2.6,3.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,50-64 years,2023,3.4,2.9,3.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,50-64 years,2024,3.9,3.4,4.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,65 years and older,2019,1.3,1.0,1.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,65 years and older,2020,1.1,0.9,1.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,65 years and older,2021,1.0,0.7,1.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,65 years and older,2022,1.2,0.9,1.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,65 years and older,2023,1.4,1.1,1.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,65 years and older,2024,1.0,0.8,1.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2019,6.2,5.7,6.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2020,6.4,5.8,7.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2021,6.8,6.2,7.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2022,8.0,7.4,8.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2023,8.5,7.9,9.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2024,9.3,8.6,10.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2019,3.7,3.3,4.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2020,3.4,3.0,3.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2021,2.8,2.5,3.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2022,3.5,3.1,4.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2023,4.0,3.5,4.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2024,4.5,4.0,5.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2019,1.7,1.3,2.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2020,1.6,1.2,2.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2021,1.0,0.7,1.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2022,1.6,1.2,2.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2023,1.9,1.5,2.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2024,1.3,1.0,1.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2019,0.7,0.5,1.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2020,0.4,0.2,0.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2021,0.9,0.5,1.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2022,0.7,0.4,1.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2023,0.7,0.4,1.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2024,0.5,0.3,0.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2019,7.1,6.0,8.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2020,7.5,6.3,8.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2021,7.3,6.1,8.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2022,8.5,7.2,9.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2023,9.8,8.4,11.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2024,11.2,9.8,12.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2019,4.1,3.8,4.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2020,4.0,3.7,4.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2021,3.9,3.6,4.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2022,4.7,4.3,5.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2023,5.0,4.7,5.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2024,5.3,4.9,5.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2019,6.3,5.8,6.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2020,6.0,5.5,6.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2021,6.2,5.7,6.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2022,6.9,6.4,7.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2023,7.9,7.4,8.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2024,8.0,7.4,8.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2019,3.0,2.7,3.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2020,3.0,2.7,3.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2021,2.7,2.4,3.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2022,3.5,3.2,3.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2023,3.5,3.1,3.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2024,4.0,3.6,4.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2019,3.2,2.8,3.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2020,2.9,2.5,3.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2021,2.7,2.4,3.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2022,3.2,2.9,3.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2023,3.9,3.5,4.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2024,4.4,4.0,4.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2019,6.2,5.3,7.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2020,5.8,4.9,6.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2021,4.7,4.0,5.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2022,6.1,5.2,7.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2023,7.4,6.5,8.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2024,6.8,5.9,7.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Widowed,2019,2.5,1.8,3.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Widowed,2020,1.8,1.2,2.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Widowed,2021,1.4,1.0,1.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Widowed,2022,2.2,1.6,3.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Widowed,2023,2.1,1.5,2.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Widowed,2024,2.1,1.4,2.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Living with a partner,2019,7.0,5.8,8.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Living with a partner,2020,8.4,6.9,10.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Living with a partner,2021,8.5,7.0,10.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Living with a partner,2022,8.4,7.0,9.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Living with a partner,2023,10.2,8.6,11.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Living with a partner,2024,11.2,9.7,12.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Never married,2019,5.6,4.9,6.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Never married,2020,5.9,5.1,6.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Never married,2021,6.4,5.7,7.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Never married,2022,8.0,7.2,9.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Never married,2023,7.3,6.5,8.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Never married,2024,7.8,7.0,8.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,U.S.-born,2019,4.6,4.3,5.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,U.S.-born,2020,4.5,4.1,4.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,U.S.-born,2021,4.6,4.3,5.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,U.S.-born,2022,5.5,5.1,5.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,U.S.-born,2023,6.0,5.6,6.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,U.S.-born,2024,6.4,6.0,6.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,Foreign-born,2019,3.1,2.5,3.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,Foreign-born,2020,3.3,2.7,4.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,Foreign-born,2021,2.4,1.9,3.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,Foreign-born,2022,3.0,2.5,3.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,Foreign-born,2023,3.5,2.8,4.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Nativity,Foreign-born,2024,3.9,3.2,4.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,American Indian and Alaska Native only,2019,6.6,3.9,10.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,American Indian and Alaska Native only,2024,7.9,4.3,12.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Asian only,2019,1.9,1.2,2.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Asian only,2020,1.6,1.0,2.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Asian only,2021,1.7,1.1,2.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Asian only,2022,3.2,2.4,4.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Asian only,2023,3.6,2.7,4.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Asian only,2024,2.5,1.8,3.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Black only,2019,4.4,3.6,5.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Black only,2020,4.4,3.5,5.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Black only,2021,4.2,3.3,5.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Black only,2022,5.3,4.3,6.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Black only,2023,5.5,4.6,6.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Black only,2024,5.7,4.7,6.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Native Hawaiian or Other Pacific Islander only,2019,0.0,,,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Native Hawaiian or Other Pacific Islander only,2020,0.0,,,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,White only,2019,4.4,4.0,4.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,White only,2020,4.4,4.0,4.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,White only,2021,4.4,4.1,4.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,White only,2022,5.0,4.6,5.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,White only,2023,5.6,5.2,6.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,White only,2024,6.1,5.7,6.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,American Indian and Alaska Native and White,2019,8.6,4.3,15.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,American Indian and Alaska Native and White,2023,7.4,3.9,12.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,American Indian and Alaska Native and White,2024,8.7,4.3,15.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Black and White,2021,9.9,4.8,17.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Black and White,2023,9.3,4.9,15.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race,Black and White,2024,10.5,5.7,17.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic",2019,4.7,4.0,5.6,No Mental Health Care
